driver_id,org_id,city_id,primary_store_id,fleet_team_id,driver_name,vehicle_type,employment_mode,tenure_months,rating,acceptance_rate,on_time_rate,daily_order_capacity,attendance_risk_score,active_flag
586,1,4,24,87,Anamika Bhandari,bike,partner,14,4.26,0.9,0.96,20,0.08,true
587,1,4,24,87,Indali Borra,bike,partner,33,3.72,0.84,0.94,29,0.07,true
588,1,4,24,87,Samesh Bhatti,bike,partner,1,4.32,0.99,0.9,20,0.2,true
589,1,4,24,87,Gopal Dutta,bike,contract,9,4.54,0.93,0.8,18,0.07,true
590,1,4,24,87,Chameli Ganesh,bike,partner,11,4.54,0.91,0.89,32,0.2,true
591,1,4,24,87,Fiyaz Arora,bike,contract,21,4.75,0.95,0.93,27,0.07,true
592,1,4,24,87,Yashica Warrior,bike,partner,14,4.43,0.96,0.78,27,0.03,true
593,1,4,24,87,Jagvi Dixit,bike,contract,15,4.47,0.88,0.87,23,0.12,true
594,1,4,24,87,Ati Madan,scooter,partner,13,4.13,0.9,0.79,19,0.12,true
595,1,4,24,87,Isaiah Sheth,bike,partner,13,4.3,0.89,0.88,29,0.15,true
596,1,4,24,87,Manthan Chopra,bike,partner,9,4.27,0.99,0.95,16,0.15,true
597,1,4,24,87,Hemani Thakur,bike,partner,17,4.26,0.87,0.83,22,0.15,true
598,1,4,24,87,Mason Sani,bike,contract,31,4.44,0.9,0.86,21,0.11,true
599,1,4,24,87,Azaan Barman,bike,partner,24,4.32,0.9,0.91,14,0.22,true
600,1,4,24,87,Ishani Naik,bike,partner,22,4.32,0.93,0.87,23,0.05,true
601,1,4,24,87,Lakshit Char,bike,partner,22,4.26,0.91,0.76,29,0.2,true
602,1,4,24,87,Vidhi Kaur,bike,partner,2,4.3,0.99,0.8,18,0.13,true
603,1,4,24,87,Divya Kulkarni,scooter,partner,1,4.38,0.91,0.79,31,0.21,true
604,1,4,24,87,Gayathri Seth,bike,partner,18,4.43,0.85,0.85,16,0.17,true
605,1,4,24,87,Naksh Rau,bike,partner,28,4.51,0.88,0.98,23,0.2,true
606,1,4,24,87,Hema Sengupta,bike,contract,36,4.49,0.92,0.89,25,0.05,true
607,1,4,24,87,Shravya Manda,bike,partner,2,4.34,0.94,0.81,30,0.12,true
608,1,4,24,87,Udant Shere,bike,contract,27,4.49,0.77,0.95,29,0.05,true
609,1,4,24,87,Girindra Seth,bike,contract,18,4.46,0.93,0.83,18,0.1,true
610,1,4,24,87,Vedant Shenoy,bike,partner,34,4.21,0.82,0.84,14,0.19,true
611,1,4,24,87,Ranveer Sandal,bike,partner,35,4.39,0.84,0.93,22,0.19,true
612,1,4,24,87,Yashasvi Choudhry,bike,full_time,3,4.53,0.85,0.85,22,0.12,true
613,1,4,24,87,Watika Sarma,bike,partner,23,4.56,0.93,0.88,25,0.19,true
614,1,4,24,87,Karan Ray,bike,partner,9,4.22,0.84,0.96,28,0.06,true
615,1,4,24,87,Ishaan Bose,bike,partner,31,4.41,0.92,0.81,25,0.08,true
616,1,4,24,87,Yatin Dey,bike,partner,26,4.28,0.91,0.93,15,0.18,true
617,1,4,25,90,Madhavi D’Alia,bike,partner,21,4.11,0.96,0.92,20,0.15,true
618,1,4,25,90,Charles Kohli,bike,contract,3,4.3,0.93,0.92,27,0.06,true
619,1,4,25,90,Frado Varty,bike,partner,5,4.58,0.95,0.87,31,0.07,true
620,1,4,25,90,Tanay Kibe,bike,partner,8,4.3,0.93,0.83,19,0.22,true
621,1,4,25,90,Fiyaz Kade,bike,partner,30,4.52,0.93,0.83,23,0.12,true
622,1,4,25,90,Lajita Mander,bike,partner,35,4.16,0.95,0.9,18,0.19,true
623,1,4,25,90,Mitesh Solanki,bike,full_time,24,4.52,0.88,0.9,27,0.11,true
624,1,4,25,90,Yagnesh Deol,bike,partner,33,4.12,0.83,0.85,22,0.22,true
625,1,4,25,90,Lopa Manda,bike,partner,7,4.34,0.91,0.91,31,0.16,true
626,1,4,25,90,Guneet Mannan,bike,partner,34,4.32,0.91,0.95,31,0.08,true
627,1,4,25,90,Aahana Tailor,bike,partner,6,4.51,0.96,0.87,21,0.13,true
628,1,4,25,90,Jai Pathak,bike,contract,36,4.08,0.86,0.73,16,0.1,true
629,1,4,25,90,Isha Zachariah,bike,partner,11,3.94,0.91,0.86,30,0.21,true
630,1,4,25,90,Niharika Majumdar,bike,contract,25,4.66,0.86,0.9,16,0.11,true
631,1,4,25,90,Naksh Sibal,bike,partner,19,4.59,0.98,0.83,14,0.19,true
632,1,4,25,90,Liam Gara,scooter,partner,26,4.57,0.93,0.84,31,0.13,true
633,1,4,25,90,Jyoti Bandi,bike,partner,25,4.33,0.97,0.84,16,0.16,true
634,1,4,25,90,Yamini Banik,bike,partner,27,4.57,0.95,0.9,17,0.08,true
635,1,4,25,90,Bhanumati Majumdar,bike,contract,31,4.43,0.87,0.81,27,0.13,true
636,1,4,25,90,Yashoda Mander,bike,partner,11,4.24,0.89,0.84,22,0.07,true
637,1,4,25,90,Yuvraj Pal,bike,contract,34,4.72,0.92,0.92,30,0.04,true
638,1,4,25,90,Warhi Goel,bike,partner,1,4.47,0.92,0.82,15,0.11,true
639,1,4,25,90,Leena Char,bike,partner,3,4.45,0.83,0.9,28,0.14,true
640,1,4,25,90,Darika Saraf,bike,partner,1,4.26,0.95,0.9,16,0.14,true
641,1,4,25,90,Shravya Sengupta,bike,partner,30,4.25,0.93,0.9,17,0.19,true
642,1,5,26,93,Ekalinga Murthy,bike,partner,33,4.38,0.89,0.89,30,0.19,true
643,1,5,26,93,Nathaniel Pingle,bike,partner,19,4.32,0.86,0.89,24,0.17,true
644,1,5,26,93,Aachal Grewal,bike,partner,22,4.32,0.87,0.83,29,0.06,true
645,1,5,26,93,Meera Narang,bike,partner,17,4.14,0.93,0.83,31,0.18,true
646,1,5,26,93,Unni Sibal,bike,contract,19,4.35,0.94,0.91,32,0.06,true
647,1,5,26,93,Ladli Chakraborty,bike,contract,4,4.18,0.82,0.9,18,0.04,true
648,1,5,26,93,Zashil Bose,bike,contract,35,4.58,0.91,0.9,27,0.07,true
649,1,5,26,93,Kai Saini,bike,partner,35,4.19,0.89,0.95,32,0.17,true
650,1,5,26,93,Lekha Krish,bike,partner,6,4.39,0.93,0.73,24,0.04,true
651,1,5,26,93,Yagnesh Manne,scooter,contract,4,4.36,0.96,0.75,15,0.11,true
652,1,5,26,93,Lakshmi Singh,bike,partner,2,4.27,0.92,0.71,17,0.08,true
653,1,5,26,93,Akshay Sagar,bike,partner,25,4.22,0.89,0.87,21,0.15,true
654,1,5,26,93,Omkaar Singh,scooter,partner,11,4.53,0.84,0.79,19,0.18,true
655,1,5,26,93,Harrison Varughese,bike,partner,9,4.56,0.89,0.76,21,0.07,true
656,1,5,27,96,Christopher Rege,bike,partner,33,4.71,0.91,0.95,29,0.17,true
657,1,5,27,96,Jagrati Gade,bike,partner,36,4.32,0.87,0.93,32,0.16,true
658,1,5,27,96,Jalsa Choudhry,bike,partner,2,4.23,0.95,0.78,28,0.03,true
659,1,5,27,96,Vasatika Cherian,bike,contract,28,4.74,0.88,0.77,19,0.12,true
660,1,5,27,96,Radha Gade,bike,partner,30,4.47,0.97,0.89,22,0.12,true
661,1,5,27,96,Amrita Buch,bike,contract,36,4.63,0.97,0.88,32,0.07,true
662,1,5,27,96,Dayita Biswas,bike,partner,2,4.3,0.86,0.92,27,0.05,true
663,1,5,27,96,Kevin Bajaj,bike,partner,13,4.16,0.84,0.88,30,0.04,true
664,1,5,27,96,Vinaya Ghose,bike,full_time,28,4.44,0.91,0.85,15,0.07,true
665,1,5,27,96,Hema Sahni,bike,partner,35,4.41,0.87,0.84,27,0.12,true
666,1,5,27,96,Kai Bail,bike,partner,24,4.41,0.99,0.91,29,0.05,true
667,1,5,27,96,Triveni Sodhi,bike,partner,1,4.44,0.99,0.98,18,0.16,true
668,1,5,27,96,Jhalak Lad,scooter,partner,19,4.49,0.96,0.94,19,0.05,true
669,1,5,27,96,Charita Singh,bike,partner,17,4.38,0.9,0.83,27,0.1,true
670,1,5,27,96,Vrishti Handa,bike,partner,19,4.31,0.92,0.84,22,0.12,true
671,1,5,27,96,Bimala Sarma,bike,partner,4,4.32,0.88,0.89,24,0.22,true
672,1,5,27,96,Urvashi Soman,bike,partner,2,4.1,0.9,0.89,29,0.07,true
673,1,5,27,96,Bhanumati Devan,bike,partner,26,3.88,0.98,0.85,17,0.15,true
674,1,5,27,96,Nathaniel Goswami,bike,partner,26,4.08,0.96,0.95,29,0.06,true
675,1,5,27,96,Yochana Gour,bike,partner,1,4.33,0.93,0.79,25,0.11,true
676,1,5,27,96,Hema Prabhakar,scooter,contract,32,4.71,0.88,0.91,27,0.09,true
677,1,5,27,96,Warjas Bahri,bike,full_time,16,4.63,0.87,0.85,15,0.11,true
678,1,5,27,96,Charita Sekhon,bike,partner,15,4.4,0.94,0.84,26,0.14,true
679,1,5,27,96,Yasti Mitra,bike,partner,35,4.1,0.88,0.94,26,0.16,true
680,1,5,27,96,Adya Bawa,bike,partner,24,4.39,0.89,0.77,22,0.06,true
681,1,5,28,99,Manya Bajaj,bike,contract,21,4.6,0.94,0.89,14,0.07,true
682,1,5,28,99,Tanmayi Zacharia,bike,partner,5,4.24,0.94,0.83,25,0.12,true
683,1,5,28,99,Anay Golla,bike,contract,34,4.36,0.88,0.86,25,0.05,true
684,1,5,28,99,Gauri Saran,bike,full_time,27,4.48,0.96,0.82,14,0.06,true
685,1,5,28,99,Jagrati Bhatnagar,bike,partner,13,4.54,0.91,0.85,32,0.08,true
686,1,5,28,99,Aarna Hegde,bike,partner,18,4.43,0.97,0.83,20,0.19,true
687,1,5,28,99,Wakeeta Sood,bike,partner,7,4.62,0.81,0.77,20,0.1,true
688,1,5,28,99,Pavani Narayanan,bike,partner,10,4.33,0.87,0.91,27,0.22,true
689,1,5,28,99,Sai Mitra,bike,contract,8,4.23,0.96,0.84,23,0.04,true
690,1,5,28,99,Lipika Kannan,bike,partner,5,4.36,0.87,0.87,24,0.06,true
691,1,5,28,99,Unni Venkataraman,scooter,partner,14,4.62,0.94,0.86,17,0.12,true
692,1,5,28,99,Aarnav Yohannan,bike,partner,9,4.28,0.87,0.93,16,0.13,true
693,1,5,28,99,Aditya Bassi,bike,partner,29,4.07,0.96,0.97,19,0.08,true
694,1,5,28,99,Leela Acharya,bike,contract,31,4.46,0.98,0.98,18,0.13,true
695,1,5,28,99,Tanay Dyal,bike,partner,29,4.28,0.93,0.98,16,0.06,true
696,1,5,28,99,Dayamai Thaman,bike,partner,10,4.29,0.86,0.81,27,0.13,true
697,1,5,28,99,Sarthak Gopal,bike,partner,24,4.36,0.85,0.76,24,0.14,true
698,1,5,28,99,Veer Sant,bike,contract,18,4.38,0.93,0.83,32,0.1,true
699,1,5,28,99,Tanveer Narang,scooter,partner,25,4.38,0.84,0.78,32,0.13,true
700,1,5,28,99,Azaan Minhas,bike,partner,2,4.58,0.91,0.79,32,0.19,true
701,1,5,28,99,Quincy Manda,bike,partner,36,3.95,0.84,0.9,31,0.18,true
702,1,5,28,99,Vincent Shukla,bike,contract,24,4.23,0.97,0.87,26,0.1,true
703,1,5,28,99,Kashish Mand,bike,partner,14,4.04,0.9,0.8,16,0.13,true
704,1,5,28,99,Kavya Sehgal,bike,contract,5,4.41,0.93,0.83,25,0.1,true
705,1,5,28,99,Dominic Dewan,bike,partner,11,4.4,0.84,0.86,18,0.06,true
706,1,5,28,99,Aahana Varkey,bike,contract,9,4.43,0.9,0.8,25,0.13,true
707,1,5,28,99,Watika Palan,bike,partner,4,4.04,0.99,0.82,25,0.11,true
708,1,5,28,99,Saksham Randhawa,bike,partner,12,4.1,0.9,0.84,24,0.14,true
709,1,5,28,99,Ekansh Kaur,scooter,partner,15,4.47,0.92,0.9,20,0.13,true
710,1,5,28,99,Isha Loke,bike,partner,6,4.26,0.9,0.88,29,0.1,true
711,1,5,29,102,Kabir Doctor,bike,partner,19,4.13,0.97,0.9,28,0.1,true
712,1,5,29,102,Ayush Datta,bike,partner,9,4.29,0.86,0.82,20,0.09,true
713,1,5,29,102,Agastya Gera,bike,contract,5,4.47,0.92,0.96,15,0.05,true
714,1,5,29,102,Patrick Sarin,bike,partner,14,4.32,0.89,0.79,15,0.18,true
715,1,5,29,102,Victor Dhingra,scooter,partner,25,4.19,0.89,0.8,26,0.09,true
716,1,5,29,102,Aachal Karan,bike,contract,26,4.45,0.86,0.9,23,0.05,true
717,1,5,29,102,Pahal Lata,bike,full_time,15,4.88,0.92,0.88,31,0.03,true
718,1,5,29,102,Saanvi Patla,ecycle,partner,18,4.18,0.88,0.86,28,0.2,true
719,1,5,29,102,Watika Sodhi,bike,partner,32,4.44,0.88,0.88,25,0.05,true
720,1,5,29,102,Ganga Sagar,bike,partner,7,4.58,0.87,0.93,20,0.2,true
721,1,5,29,102,Umang Bains,bike,partner,22,4.11,0.9,0.86,14,0.18,true
722,1,5,29,102,Yachana Vora,bike,partner,32,4.43,0.98,0.86,17,0.18,true
723,1,5,29,102,Nisha Pai,bike,partner,36,4.42,0.91,0.9,28,0.12,true
724,1,5,29,102,Sanaya Apte,ecycle,contract,29,4.42,0.84,0.86,25,0.13,true
725,1,5,29,102,Maya Garde,bike,partner,14,4.37,0.95,0.87,30,0.11,true
726,1,5,29,102,Lucky Som,bike,partner,35,4.21,0.84,0.8,24,0.09,true
727,1,5,29,102,Aarna Doctor,bike,partner,14,4.39,0.99,0.82,19,0.14,true
728,1,5,29,102,Nandini Saraf,bike,partner,29,4.27,0.92,0.87,25,0.19,true
729,1,5,29,102,Devansh Halder,bike,full_time,35,4.51,0.99,0.91,22,0.07,true
730,1,5,29,102,Patrick Setty,bike,contract,34,4.35,0.93,0.88,32,0.13,true
731,1,5,29,102,Maya Wadhwa,bike,partner,5,4.36,0.89,0.84,16,0.11,true
732,1,5,29,102,Ryan Sama,bike,partner,24,4.39,0.88,0.87,17,0.18,true
733,1,5,29,102,Leena Tata,bike,partner,12,4.73,0.9,0.88,29,0.12,true
734,1,5,29,102,Frado Kapoor,bike,contract,19,4.58,0.93,0.84,18,0.08,true
735,1,5,29,102,Upkaar Ramesh,bike,partner,5,4.19,0.93,0.77,24,0.09,true
736,1,5,29,102,Aradhana Munshi,bike,partner,19,4.24,0.91,0.88,23,0.14,true
737,1,5,29,102,Madhav Sidhu,scooter,contract,31,4.53,0.82,0.92,25,0.08,true
738,1,5,29,102,Nimrat Mallick,bike,partner,16,4.01,0.99,0.7,22,0.19,true
739,1,5,29,102,Ekavir Parsa,bike,partner,8,4.61,0.95,0.85,20,0.17,true
740,1,5,29,102,Gopal Gade,bike,contract,24,4.39,0.95,0.78,26,0.1,true
741,1,5,29,102,Indira Jani,bike,contract,15,4.3,0.99,0.81,16,0.03,true
742,1,5,30,105,Hemani Savant,scooter,partner,16,4.34,0.95,0.89,20,0.15,true
743,1,5,30,105,Rohan Morar,bike,partner,6,4.23,0.98,0.98,14,0.03,true
744,1,5,30,105,Vedika Merchant,scooter,partner,15,4.46,0.96,0.94,32,0.03,true
745,1,5,30,105,Jason Bhakta,bike,partner,18,4.3,0.91,0.81,22,0.07,true
746,1,5,30,105,Manan Sangha,bike,partner,6,4.24,0.9,0.94,27,0.18,true
747,1,5,30,105,Vanya Khurana,bike,partner,25,4.1,0.98,0.86,17,0.11,true
748,1,5,30,105,Oviya Bhasin,bike,partner,1,4.49,0.99,0.82,18,0.21,true
749,1,5,30,105,Harita Wali,bike,partner,23,4.43,0.91,0.98,24,0.11,true
750,1,5,30,105,Ronith Nanda,bike,partner,17,4.28,0.91,0.86,27,0.2,true
751,1,5,30,105,Anthony Loke,bike,partner,11,4.41,0.8,0.79,16,0.08,true
752,1,5,30,105,Matthew Devi,scooter,full_time,26,4.49,0.92,0.8,28,0.1,true
753,1,5,30,105,Vanya Goyal,bike,partner,14,4.32,0.93,0.81,26,0.08,true
754,1,5,30,105,Sachi Mander,bike,contract,4,4.47,0.87,0.98,15,0.04,true
755,1,5,30,105,Sara Brar,bike,partner,23,4.25,0.84,0.97,27,0.1,true
756,1,5,30,105,Ijaya Kamdar,bike,partner,10,4.25,0.94,0.98,16,0.19,true
757,1,5,30,105,Advik Dhillon,bike,partner,4,4.31,0.95,0.81,29,0.04,true
758,1,5,30,105,Joshua Bandi,bike,full_time,28,4.28,0.88,0.9,31,0.06,true
759,1,5,30,105,George Jani,ecycle,partner,13,4.39,0.92,0.84,22,0.11,true
760,1,5,30,105,Yuvraj Dhar,bike,partner,22,4.46,0.94,0.86,30,0.2,true
761,1,5,30,105,Sai Desai,scooter,partner,26,4.03,0.88,0.82,22,0.17,true
762,1,5,30,105,Adya Pathak,bike,partner,7,4.21,0.84,0.91,30,0.16,true
763,1,6,31,108,Vasudha Sama,bike,full_time,10,4.46,0.92,0.88,29,0.12,true
764,1,6,31,108,Fiyaz Krishna,bike,partner,34,4.29,0.97,0.91,15,0.07,true
765,1,6,31,108,Ayush Garg,bike,partner,1,4.83,0.97,0.92,29,0.18,true
766,1,6,31,108,Yadavi Majumdar,bike,partner,35,4.39,0.94,0.77,14,0.07,true
767,1,6,31,108,Rohan Hari,bike,partner,27,4.46,0.85,0.79,28,0.09,true
768,1,6,31,108,Omkaar Narain,bike,partner,15,4.2,0.82,0.8,19,0.05,true
769,1,6,31,108,Damini Borah,bike,partner,30,4.57,0.92,0.83,17,0.1,true
770,1,6,31,108,Hitesh Pai,bike,partner,6,4.41,0.83,0.84,26,0.15,true
771,1,6,31,108,Ethan Saraf,bike,partner,21,4.35,0.89,0.87,21,0.12,true
772,1,6,31,108,Upma Kadakia,scooter,partner,28,4.42,0.89,0.88,21,0.11,true
773,1,6,31,108,Gaurika Sarma,bike,partner,32,4.31,0.91,0.85,22,0.13,true
774,1,6,31,108,Lavanya Bakshi,bike,contract,4,4.58,0.94,0.8,16,0.13,true
775,1,6,31,108,Maya Nayak,bike,partner,24,4.17,0.88,0.85,18,0.16,true
776,1,6,31,108,Chandani Bhandari,bike,partner,20,4.48,0.95,0.84,26,0.11,true
777,1,6,31,108,Oscar Garde,bike,partner,30,4.57,0.8,0.96,30,0.21,true
778,1,6,31,108,Caleb Kulkarni,bike,partner,22,4.17,0.9,0.81,31,0.03,true
779,1,6,31,108,Logan Jaggi,bike,partner,7,4.09,0.85,0.8,14,0.2,true
780,1,6,31,108,Vedant Sandhu,bike,partner,4,4.28,0.98,0.81,24,0.12,true
781,1,6,31,108,Xavier Varma,bike,partner,6,4.24,0.83,0.86,21,0.04,true
782,1,6,31,108,Yoshita Bansal,bike,partner,2,4.37,0.95,0.89,28,0.13,true
783,1,6,31,108,Alexander Nanda,bike,partner,17,4.17,0.91,0.84,31,0.13,true
784,1,6,31,108,Kabir Sehgal,bike,contract,15,4.67,0.95,0.86,15,0.11,true
785,1,6,31,108,Oni Devi,bike,full_time,14,4.53,0.85,0.92,27,0.13,true
786,1,6,31,108,Vritti Parsa,bike,contract,35,4.61,0.9,0.88,29,0.11,true
787,1,6,31,108,Hredhaan Sundaram,ecycle,partner,9,4.3,0.89,0.91,29,0.17,true
788,1,6,31,108,Wazir Patil,bike,partner,35,4.53,0.83,0.87,31,0.09,true
789,1,6,31,108,Ojasvi Mangal,bike,full_time,2,4.72,0.82,0.76,24,0.13,true
790,1,6,31,108,Neha Upadhyay,bike,partner,15,4.44,0.86,0.88,15,0.21,true
791,1,6,31,108,Sachi Sen,bike,contract,6,4.33,0.98,0.89,16,0.08,true
792,1,6,31,108,Chandresh Prakash,bike,partner,5,4.22,0.91,0.85,28,0.06,true
793,1,6,31,108,Anita Patil,bike,partner,15,4.38,0.9,0.9,21,0.22,true
794,1,6,31,108,Zinal Suri,bike,partner,36,4.32,0.83,0.91,31,0.19,true
795,1,6,31,108,Deepa Cherian,ecycle,partner,5,4.32,0.97,0.81,19,0.11,true
796,1,6,31,108,Advaith Parmer,bike,partner,7,4.13,0.94,0.91,17,0.05,true
797,1,6,31,108,Leela Datta,bike,partner,4,4.36,0.92,0.85,21,0.18,true
798,1,6,31,108,Krishna Raman,bike,contract,20,4.63,0.86,0.86,31,0.04,true
799,1,6,32,111,Sara Virk,bike,partner,30,4.23,0.92,0.92,30,0.1,true
800,1,6,32,111,Agastya Kumer,bike,partner,24,4.68,0.99,0.8,22,0.16,true
801,1,6,32,111,Daksha Date,bike,partner,7,4.07,0.93,0.9,21,0.22,true
802,1,6,32,111,Nidhi Hari,bike,partner,25,4.27,0.94,0.95,14,0.07,true
803,1,6,32,111,Yauvani Patla,bike,partner,24,4.65,0.94,0.88,25,0.13,true
804,1,6,32,111,Sanaya Morar,bike,partner,11,4.25,0.97,0.89,29,0.18,true
805,1,6,32,111,Ekani Mannan,bike,partner,12,4.53,0.91,0.75,24,0.04,true
806,1,6,32,111,Frederick Sekhon,ecycle,partner,14,4.85,0.93,0.89,23,0.04,true
807,1,6,32,111,Samuel Narasimhan,bike,partner,9,4.31,0.92,0.81,18,0.14,true
808,1,6,32,111,Ekta Deshmukh,bike,partner,25,4.46,0.91,0.97,30,0.19,true
809,1,6,32,111,Megha Dani,bike,partner,25,4.35,0.95,0.79,21,0.06,true
810,1,6,32,111,Vansha Pant,bike,partner,12,4.08,0.89,0.88,26,0.09,true
811,1,6,32,111,Ryan Lall,scooter,partner,30,4.0,0.89,0.87,25,0.08,true
812,1,6,32,111,Maanas Kaul,scooter,partner,22,4.51,0.92,0.82,17,0.05,true
813,1,6,32,111,Advik Bhardwaj,bike,partner,30,4.41,0.89,0.91,31,0.19,true
814,1,6,32,111,Wishi Venkataraman,bike,partner,25,4.42,0.9,0.87,32,0.1,true
815,1,6,32,111,Chandani Ramaswamy,bike,partner,16,4.26,0.98,0.98,15,0.21,true
816,1,6,32,111,Azad Nazareth,bike,partner,14,4.29,0.94,0.98,18,0.15,true
817,1,6,32,111,Sathvik Padmanabhan,bike,partner,33,4.12,0.98,0.94,31,0.05,true
818,1,6,32,111,Baghyawati Nanda,bike,partner,31,4.16,0.96,0.92,17,0.11,true
819,1,6,32,111,Bhavya Lata,bike,partner,17,4.17,0.93,0.89,25,0.05,true
820,1,6,32,111,Anita Goda,bike,contract,34,4.41,0.93,0.82,30,0.11,true
821,1,6,32,111,Ijaya Subramanian,bike,partner,24,4.46,0.9,0.92,31,0.13,true
822,1,6,32,111,Panini Vyas,bike,partner,30,4.78,0.93,0.92,20,0.15,true
823,1,6,32,111,Harrison Raja,bike,partner,23,4.51,0.89,0.82,23,0.05,true
824,1,6,32,111,Kashvi Chakraborty,bike,partner,35,4.19,0.86,0.96,26,0.19,true
825,1,6,32,111,Harini Dave,bike,partner,12,4.15,0.94,0.8,24,0.19,true
826,1,6,33,114,Simon Sheth,bike,partner,8,4.54,0.87,0.9,28,0.03,true
827,1,6,33,114,Ekanta Balasubramanian,bike,partner,20,4.37,0.82,0.85,22,0.03,true
828,1,6,33,114,Tejas Raju,bike,partner,22,4.33,0.89,0.77,28,0.11,true
829,1,6,33,114,Faris Sani,bike,partner,23,4.51,0.97,0.9,32,0.12,true
830,1,6,33,114,Manthan Choudhry,bike,partner,17,4.68,0.9,0.88,17,0.18,true
831,1,6,33,114,Darika Goda,bike,contract,2,4.81,0.9,0.81,19,0.05,true
832,1,6,33,114,Niharika Modi,bike,partner,7,4.34,0.87,0.82,15,0.09,true
833,1,6,33,114,Advay Bora,bike,contract,19,4.47,0.88,0.86,28,0.04,true
834,1,6,33,114,Yug Rattan,bike,partner,34,3.98,0.97,0.9,29,0.15,true
835,1,6,33,114,Aishani Pal,bike,partner,8,4.4,0.94,0.93,22,0.15,true
836,1,6,33,114,Simon Handa,bike,partner,28,4.41,0.85,0.94,20,0.15,true
837,1,6,33,114,Dev Sethi,bike,partner,35,4.39,0.88,0.83,18,0.13,true
838,1,6,33,114,Christopher Sibal,bike,partner,5,4.38,0.95,0.83,19,0.17,true
839,1,6,33,114,Dalbir Walia,bike,partner,18,4.51,0.94,0.88,19,0.08,true
840,1,6,33,114,Brijesh Karan,bike,partner,32,4.3,0.88,0.88,26,0.21,true
841,1,6,33,114,Jairaj Sridhar,bike,contract,11,4.72,0.86,0.85,21,0.11,true
842,1,6,33,114,Udarsh Kalla,ecycle,partner,18,4.38,0.99,0.87,30,0.1,true
843,1,6,33,114,Faqid Thakur,bike,partner,32,4.21,0.86,0.88,19,0.05,true
844,1,6,33,114,Hiral Sodhi,scooter,partner,23,4.65,0.95,0.88,20,0.2,true
845,1,6,34,117,Ayush Buch,bike,partner,16,4.49,0.9,0.82,19,0.15,true
846,1,6,34,117,Tamanna Soni,bike,contract,20,4.18,0.92,0.84,25,0.11,true
847,1,6,34,117,Anthony Rajan,bike,partner,22,4.28,0.83,0.83,18,0.2,true
848,1,6,34,117,Dayita Agrawal,scooter,partner,12,4.24,0.87,0.91,19,0.14,true
849,1,6,34,117,Eiravati Brahmbhatt,bike,partner,29,4.15,0.84,0.86,29,0.04,true
850,1,6,34,117,Aryan Muni,bike,partner,2,4.51,0.9,0.89,20,0.07,true
851,1,6,34,117,Ekiya Bobal,bike,partner,22,4.24,0.88,0.83,14,0.15,true
852,1,6,34,117,Sarthak Pau,bike,partner,30,4.53,0.84,0.77,26,0.18,true
853,1,6,34,117,Kamala Dugar,bike,partner,7,4.17,0.8,0.87,25,0.21,true
854,1,6,34,117,Zayyan Pillai,bike,partner,6,4.26,0.87,0.89,31,0.12,true
855,1,6,34,117,Baljiwan Dada,bike,partner,10,4.38,0.93,0.9,26,0.13,true
856,1,6,34,117,Zashil D’Alia,bike,partner,10,4.28,0.86,0.86,17,0.22,true
857,1,6,34,117,Udarsh Mane,bike,partner,5,4.38,0.94,0.83,21,0.17,true
858,1,6,34,117,Charvi Deep,bike,partner,17,3.96,0.87,0.81,28,0.1,true
